Region;Sector;Material;Scenario;Unit;2020;2030;2050
China;All sectors;Te;HDS;t/yr;174,8813478;269,3142444;350,6510258
China;All sectors;Ti;LDS;t/yr;150,2946309;158,2440432;0
China;All sectors;Ti;HDS;t/yr;150,2946309;232,8799971;0
China;All sectors;V;LDS;t/yr;6,679938088;5,041051777;0
China;All sectors;V;HDS;t/yr;7,619519446;13,37912596;0
China;All sectors;W;LDS;t/yr;142,3087759;107,4141646;0
China;All sectors;W;HDS;t/yr;142,3087759;145,6088621;0
China;All sectors;Y;LDS;t/yr;0,093578119;0,069314811;0
China;All sectors;Y;HDS;t/yr;0,093578119;0,104291966;0
China;All sectors;Zn;LDS;t/yr;388414,9478;195627,3893;414916,1548
China;All sectors;Zn;HDS;t/yr;388414,9478;321919,1921;859589,9423
China;All sectors;Zr;LDS;t/yr;22,50295035;1098,799496;3239,9
China;All sectors;Zr;HDS;t/yr;22,50295035;2781,403158;12818,5
World;All sectors;Ag;LDS;t/yr;3905,167638;6059,946493;5798,494394
World;All sectors;Ag;HDS;t/yr;3905,167638;8349,710962;9358,265912
World;All sectors;Al;LDS;t/yr;1919993,549;5600658,376;16763232,16
World;All sectors;Al;HDS;t/yr;1919993,549;7925209,482;22979278,21
World;All sectors;As;LDS;t/yr;18,98974376;16,07196304;335,0241206
World;All sectors;As;HDS;t/yr;18,98974376;23,01024756;540,6998082
World;All sectors;Au;LDS;t/yr;94,45949265;92,20703352;0
World;All sectors;Au;HDS;t/yr;94,45949265;134,4180769;0
World;All sectors;B;LDS;t/yr;755,6635467;917,1389936;1458,110438
World;All sectors;B;HDS;t/yr;755,6635467;1529,776037;2421,462785
World;All sectors;Ba;LDS;t/yr;1818,525457;1517,869492;0
World;All sectors;Ba;HDS;t/yr;1818,525457;2169,804022;0
World;All sectors;Balsa wood;LDS;t/yr;29906,31186;27670,52585;63396,73452
World;All sectors;Balsa wood;HDS;t/yr;29906,31186;66105,18553;129784,8063
World;All sectors;Be;LDS;t/yr;1,276323407;1,068581858;0
World;All sectors;Be;HDS;t/yr;1,276323407;1,500400585;0
World;All sectors;Bi;LDS;t/yr;13,60872741;11,66860021;0
World;All sectors;Bi;HDS;t/yr;13,60872741;16,54611999;0
World;All sectors;Br;LDS;t/yr;4298,7;3717,788642;0
World;All sectors;Br;HDS;t/yr;4298,7;5262,768;0
World;All sectors;Cd;LDS;t/yr;415,4994056;657,5552109;680,3566756
World;All sectors;Cd;HDS;t/yr;415,4994056;905,3419462;1098,036534
World;All sectors;Ce;LDS;t/yr;59,34929191;50,52663929;0
World;All sectors;Ce;HDS;t/yr;59,34929191;72,1120091;0
World;All sectors;Cl;LDS;t/yr;122,82;106,2225326;0
World;All sectors;Cl;HDS;t/yr;122,82;150,3648;0
World;All sectors;Co;LDS;t/yr;22901,28277;148983,5625;398723
World;All sectors;Co;HDS;t/yr;22901,28277;200822,037;410478
World;All sectors;Concrete;LDS;t/yr;45825797,43;49408684,15;101487063,9
World;All sectors;Concrete;HDS;t/yr;45825797,43;103108437,4;194167981,6
World;All sectors;Cr;LDS;t/yr;64429,04323;61115,73033;119147,9352
World;All sectors;Cr;HDS;t/yr;64429,04323;139718,6901;256369,1226
World;All sectors;Cu;LDS;t/yr;731499,8495;1783798,459;5936294,477
World;All sectors;Cu;HDS;t/yr;731499,8495;2910784,78;8784910,462
World;All sectors;Dy;LDS;t/yr;733,0556773;1032,911738;2328,665965
World;All sectors;Dy;HDS;t/yr;733,0556773;3344,58499;9420,206107
World;All sectors;Electrosteel;LDS;t/yr;67130;695469;3357334
World;All sectors;Electrosteel;HDS;t/yr;67130;987680;4217907
World;All sectors;Epoxy Resins;LDS;t/yr;14746,09739;24592,47371;0
World;All sectors;Epoxy Resins;HDS;t/yr;14746,09739;37425,66094;0
World;All sectors;Eu;LDS;t/yr;0,04905;0,032437306;0
World;All sectors;Eu;HDS;t/yr;0,04905;0,04245;0
World;All sectors;Fe;LDS;t/yr;2229227,687;2433855,427;6495032,194
World;All sectors;Fe;HDS;t/yr;2229227,687;5478360,727;12674651,02
World;All sectors;Fluorspar;LDS;t/yr;252;3768;22113
World;All sectors;Fluorspar;HDS;t/yr;252;5496;31320
World;All sectors;Ga;LDS;t/yr;43,86041581;53,71099384;706,9008944
World;All sectors;Ga;HDS;t/yr;43,86041581;75,38407432;1140,876595
World;All sectors;Gd;LDS;t/yr;18,417308;14,93843979;0
World;All sectors;Gd;HDS;t/yr;18,417308;21,84054327;0
World;All sectors;Ge;LDS;t/yr;1,496207452;1,89096293;43810,84654
World;All sectors;Ge;HDS;t/yr;1,496207452;2,841466259;70706,898
World;All sectors;Glass;LDS;t/yr;7527286,39;14094768,82;21083315,14
World;All sectors;Glass;HDS;t/yr;7527286,39;19406041,77;34026637,95
World;All sectors;Glass / carbon composites;LDS;t/yr;876902,5916;811874,0761;1860167,062
World;All sectors;Glass / carbon composites;HDS;t/yr;876902,5916;1953274,363;3893219,65
World;All sectors;Glass fibre;LDS;t/yr;21574,82958;35980,93889;0
World;All sectors;Glass fibre;HDS;t/yr;21574,82958;54757,01368;0
World;All sectors;Graphite;LDS;t/yr;86245;1239286;6773480
World;All sectors;Graphite;HDS;t/yr;86245;1769795;9464128
World;All sectors;Hf;LDS;t/yr;1,341548752;1,089941954;0
World;All sectors;Hf;HDS;t/yr;1,341548752;1,594753513;0
World;All sectors;Hg;LDS;t/yr;0,153272939;0,132560167;0
World;All sectors;Hg;HDS;t/yr;0,153272939;0,187647409;0
World;All sectors;In;LDS;t/yr;73,744591;97,46773272;697,1078816
World;All sectors;In;HDS;t/yr;73,744591;135,0568001;1125,071524
World;All sectors;Ir;LDS;t/yr;0;4,6;9,4
World;All sectors;Ir;HDS;t/yr;0;16,6;33,6
World;All sectors;La;LDS;t/yr;0;12,1;253,2
World;All sectors;La;HDS;t/yr;0;43,1;905,7
World;All sectors;Li;LDS;t/yr;12299,78873;157148,4533;804199
World;All sectors;Li;HDS;t/yr;12299,78873;220308,1263;1090014
World;All sectors;Mg;LDS;t/yr;47148,33229;38560,30095;0
World;All sectors;Mg;HDS;t/yr;47148,33229;54720,86406;0
World;All sectors;Mn;LDS;t/yr;118710,5549;207451,9721;511606,4156
World;All sectors;Mn;HDS;t/yr;118710,5549;378065,9863;734172,4619
World;All sectors;Mo;LDS;t/yr;12610,92798;12531,03644;24022,49272
World;All sectors;Mo;HDS;t/yr;12610,92798;28568,71033;51679,10248
World;All sectors;Nb;LDS;t/yr;8,799679375;7,1509388;0
World;All sectors;Nb;HDS;t/yr;8,799679375;10,44617658;0
World;All sectors;Nd;LDS;t/yr;7000,623606;12802,31246;34591,60793
World;All sectors;Nd;HDS;t/yr;7000,623606;28928,99647;76842,80103
World;All sectors;Ni;LDS;t/yr;108406,7328;804193,9244;3713706,51
World;All sectors;Ni;HDS;t/yr;108991,6253;1094150,077;4869799,037
World;All sectors;P;LDS;t/yr;4705;332996;2584459
World;All sectors;P;HDS;t/yr;4705;579691;3969006
World;All sectors;Pb;LDS;t/yr;4950,261368;7499,548845;6958,193273
World;All sectors;Pb;HDS;t/yr;4950,261368;10341,87501;11229,91909
World;All sectors;Pd;LDS;t/yr;17,66480564;22,0514895;6,2
World;All sectors;Pd;HDS;t/yr;17,66480564;38,81362812;22,2
World;All sectors;Plastic;LDS;t/yr;1685519,381;2591686,396;4039394,108
World;All sectors;Plastic;HDS;t/yr;1685519,381;4143208,185;7125422,338
World;All sectors;Pr;LDS;t/yr;1055,670769;1017,636945;1085,87607
World;All sectors;Pr;HDS;t/yr;1055,670769;2779,087267;4850,995768
World;All sectors;Pt;LDS;t/yr;1,203099811;5,600835858;70,46003613
World;All sectors;Pt;HDS;t/yr;1,203099811;18,02107338;107,6515576
World;All sectors;Ru;LDS;t/yr;0,201838512;1,212019127;1,76
World;All sectors;Ru;HDS;t/yr;0,201838512;2,649669226;6,72
World;All sectors;Sb;LDS;t/yr;299,2672829;418,352255;0
World;All sectors;Sb;HDS;t/yr;299,2672829;627,4643032;0
World;All sectors;Se;LDS;t/yr;64,82935787;102,6065891;106,1768751
World;All sectors;Se;HDS;t/yr;64,82935787;141,2714022;171,3602469
World;All sectors;Si;LDS;t/yr;427765,697;659871,9823;626237,3946
World;All sectors;Si;HDS;t/yr;427765,697;910330,0025;1010692,718
World;All sectors;Sn;LDS;t/yr;9887,7481;13937,91302;11596,98879
World;All sectors;Sn;HDS;t/yr;9887,7481;19336,75053;18716,53182
World;All sectors;Sr;LDS;t/yr;1399,114517;1149,073133;0
World;All sectors;Sr;HDS;t/yr;1399,114517;1657,163168;0
World;All sectors;Steel;LDS;t/yr;23331867,04;30562576,2;53929927,41
World;All sectors;Steel;HDS;t/yr;23331867,04;55100900,02;99985851,09
World;All sectors;Synthetic rubber;LDS;t/yr;408,24;674,3360186;0
World;All sectors;Synthetic rubber;HDS;t/yr;408,24;1022,028847;0
World;All sectors;Ta;LDS;t/yr;238,6755511;202,0124204;0
World;All sectors;Ta;HDS;t/yr;238,6755511;289,0330603;0
World;All sectors;Tb;LDS;t/yr;237,6701714;232,5394311;309,9842376
World;All sectors;Tb;HDS;t/yr;237,6701714;636,8565469;1077,519054
World;All sectors;Te;LDS;t/yr;782,0434676;1237,754243;1280,822984
World;All sectors;Te;HDS;t/yr;782,0434676;1704,172011;2067,136959
World;All sectors;Ti;LDS;t/yr;993,1518269;966,2018132;0
World;All sectors;Ti;HDS;t/yr;993,1518269;1402,581236;0
World;All sectors;V;LDS;t/yr;25,286262;20,53290131;0
World;All sectors;V;HDS;t/yr;43,35513428;61,97793514;0
World;All sectors;W;LDS;t/yr;535,3121506;434,7557184;0
World;All sectors;W;HDS;t/yr;535,3121506;635,6202243;0
World;All sectors;Y;LDS;t/yr;0,696839857;2,080956793;30,7
World;All sectors;Y;HDS;t/yr;0,696839857;6,014841064;109,9
World;All sectors;Zn;LDS;t/yr;551072,3513;509245,2641;1152677,678
World;All sectors;Zn;HDS;t/yr;551072,3513;1220948,614;2399737,982
World;All sectors;Zr;LDS;t/yr;92,1556899;1872,099754;5184,9
World;All sectors;Zr;HDS;t/yr;92,1556899;6532,189822;18544,9
