Region;Technology;Material;Scenario;Unit;2020;2030;2050
World;Smartphones, tablets and laptops;Mg;LDS;t/yr;47148,28343;38560,21946;
World;Smartphones, tablets and laptops;Mg;HDS;t/yr;47148,28343;54720,74005;
World;Smartphones, tablets and laptops;Mn;LDS;t/yr;2049,390761;1703,95469;
World;Smartphones, tablets and laptops;Mn;HDS;t/yr;2049,390761;2408,986194;
World;Smartphones, tablets and laptops;Mo;LDS;t/yr;74,36080766;60,3274755;
World;Smartphones, tablets and laptops;Mo;HDS;t/yr;74,36080766;88,20961518;
World;Smartphones, tablets and laptops;Nb;LDS;t/yr;8,799679375;7,1509388;
World;Smartphones, tablets and laptops;Nb;HDS;t/yr;8,799679375;10,44617658;
World;Smartphones, tablets and laptops;Nd;LDS;t/yr;712,2749249;592,6384999;
World;Smartphones, tablets and laptops;Nd;HDS;t/yr;712,2749249;855,2650345;
World;Smartphones, tablets and laptops;Ni;LDS;t/yr;5541,668326;4535,103476;
World;Smartphones, tablets and laptops;Ni;HDS;t/yr;5541,668326;6561,736593;
World;Smartphones, tablets and laptops;Pb;LDS;t/yr;465,6661795;401,6960823;
World;Smartphones, tablets and laptops;Pb;HDS;t/yr;465,6661795;569,3583016;
World;Smartphones, tablets and laptops;Pd;LDS;t/yr;12,68959363;10,65419109;
World;Smartphones, tablets and laptops;Pd;HDS;t/yr;12,68959363;15,18651786;
World;Smartphones, tablets and laptops;Pr;LDS;t/yr;202,9231144;163,594892;
World;Smartphones, tablets and laptops;Pr;HDS;t/yr;202,9231144;234,9457794;
World;Smartphones, tablets and laptops;Pt;LDS;t/yr;1,126755912;0,915894566;
World;Smartphones, tablets and laptops;Pt;HDS;t/yr;1,126755912;1,339733142;
World;Smartphones, tablets and laptops;Sb;LDS;t/yr;100,5116252;86,88195758;
World;Smartphones, tablets and laptops;Sb;HDS;t/yr;100,5116252;123,0215575;
World;Smartphones, tablets and laptops;Si;LDS;t/yr;22550,92756;18405,66937;
World;Smartphones, tablets and laptops;Si;HDS;t/yr;22550,92756;26750,11741;
World;Smartphones, tablets and laptops;Sn;LDS;t/yr;2272,927248;1874,210252;
World;Smartphones, tablets and laptops;Sn;HDS;t/yr;2272,927248;2693,425149;
World;Smartphones, tablets and laptops;Sr;LDS;t/yr;1399,114517;1149,073133;
World;Smartphones, tablets and laptops;Sr;HDS;t/yr;1399,114517;1657,163168;
World;Smartphones, tablets and laptops;Ta;LDS;t/yr;238,6755511;202,0124204;
World;Smartphones, tablets and laptops;Ta;HDS;t/yr;238,6755511;289,0330603;
World;Smartphones, tablets and laptops;Ti;LDS;t/yr;840,8184332;715,274837;
World;Smartphones, tablets and laptops;Ti;HDS;t/yr;840,8184332;1021,309464;
World;Smartphones, tablets and laptops;V;LDS;t/yr;25,286262;20,53290131;
World;Smartphones, tablets and laptops;V;HDS;t/yr;25,286262;30,00022526;
World;Smartphones, tablets and laptops;W;LDS;t/yr;535,3121506;434,7557184;
World;Smartphones, tablets and laptops;W;HDS;t/yr;535,3121506;635,6202243;
World;Smartphones, tablets and laptops;Y;LDS;t/yr;0,696839857;0,580956793;
World;Smartphones, tablets and laptops;Y;HDS;t/yr;0,696839857;0,814841064;
World;Smartphones, tablets and laptops;Zn;LDS;t/yr;3101,25324;2546,407198;
World;Smartphones, tablets and laptops;Zn;HDS;t/yr;3101,25324;3623,920924;
World;Smartphones, tablets and laptops;Zr;LDS;t/yr;77,36264472;62,85331937;
World;Smartphones, tablets and laptops;Zr;HDS;t/yr;77,36264472;91,96411923;
